lat,lon,ele
-33.46390589,-70.790935877,460.631
-33.499913854,-70.793103333,450.31
-33.484823526,-70.792572356,455.801
-33.464682854,-70.790962344,459.601
-33.461963158,-70.790869767,460.0
-33.459242332,-70.790777028,462.797
-33.438232709,-70.790002445,474.611
-33.464442459,-70.786265365,464.43
-33.470655418,-70.786453944,480.794
-33.499155024,-70.792610101,452.422
-33.493812826,-70.790089882,454.089
-33.492294023,-70.789102952,453.229
-33.474278848,-70.782328427,474.964
-33.439714659,-70.78064147,478.954
-33.43698541,-70.780554358,470.852
-33.433863388,-70.780458877,476.652
-33.424188021,-70.777345141,479.111
-33.426925075,-70.777429055,479.857
-33.45613262,-70.778471817,467.887
-33.458077613,-70.778528586,463.0
-33.496890225,-70.778057637,461.806
-33.496947034,-70.77619279,460.0
-33.482947762,-70.765405146,466.79
-33.457542777,-70.758420036,474.11
-33.443148335,-70.757922932,487.189
-33.47525712,-70.775828145,466.074
-33.480206556,-70.778833535,462.256
-33.487048112,-70.78331433,457.627
-33.479029954,-70.779252458,462.843
-33.476719928,-70.778690742,465.137
-33.458992278,-70.774317807,465.372
-33.471819478,-70.786489295,484.306
-33.472580568,-70.786985066,470.241
-33.482756719,-70.79672091,455.863
-33.49793826,-70.794436405,452.0
-33.528940566,-70.790842119,451.974
-33.534313603,-70.791494758,453.91
-33.557556956,-70.798833308,454.836
-33.559484864,-70.784924689,467.668
-33.572321439,-70.748610338,570.834
-33.580939852,-70.737255347,558.62
-33.583037989,-70.751492958,712.528
-33.583916504,-70.750224662,695.507
-33.584674551,-70.748346629,653.122
-33.57833839,-70.752594211,727.124
-33.581327898,-70.736802016,577.327
-33.584112589,-70.728017384,573.561
-33.596833881,-70.71104095,558.297
-33.599094254,-70.713464014,557.652
-33.613644958,-70.709436298,558.996
-33.617530863,-70.690695247,573.558
-33.612607818,-70.690493408,575.388
-33.605673778,-70.694354907,577.104
-33.586523668,-70.685735409,578.344
-33.594690286,-70.679160873,585.133
-33.596588309,-70.679239789,586.529
-33.608147225,-70.687086848,581.487
-33.604585862,-70.692467716,577.232
-33.5927185,-70.695670987,569.496
-33.592167267,-70.718303689,552.498
-33.607002892,-70.716083788,552.712
-33.609375934,-70.712018964,556.066
-33.613814204,-70.702056127,566.731
-33.607899061,-70.696288302,570.842
-33.59883207,-70.694536861,573.401
-33.595744519,-70.696255042,568.834
-33.592997391,-70.699371263,566.263
-33.596834402,-70.669112022,593.316
-33.598917533,-70.662297901,602.972
-33.599311425,-70.645757078,620.479
-33.600677398,-70.651330331,613.211
-33.600714751,-70.649953337,616.0
-33.601334292,-70.624729426,639.0
-33.600396577,-70.616435831,647.524
-33.600272855,-70.637989797,628.282
-33.59824947,-70.642954104,623.396
-33.600250955,-70.638907342,627.097
-33.600662086,-70.637547681,629.894
-33.604897437,-70.634520803,632.725
-33.611952464,-70.623828969,644.023
-33.605641601,-70.618506112,648.193
-33.595641035,-70.596050494,664.526
-33.595311803,-70.594202442,664.0
-33.586092608,-70.568611502,682.933
-33.584610288,-70.567620557,681.825
-33.582925041,-70.574849271,675.288
-33.580216693,-70.605429124,646.305
-33.576292438,-70.640156514,612.457
-33.583875805,-70.640947761,616.58
-33.590340597,-70.624697579,635.02
-33.59106235,-70.59721379,660.849
-33.591453898,-70.565229127,692.175
-33.591500035,-70.563403873,692.146
-33.584054971,-70.543410293,733.49
-33.594066758,-70.533039552,765.095
-33.58970954,-70.524662215,817.83
-33.587618851,-70.533640041,795.383
-33.58874463,-70.535036154,777.586
-33.59227405,-70.528416455,813.504
-33.582827053,-70.523975153,835.7
-33.581744863,-70.545563569,717.942
-33.587057799,-70.559981905,689.473
-33.593800143,-70.579931773,682.241
-33.590942546,-70.587584614,668.88
-33.590711532,-70.582076336,674.964
-33.588315228,-70.57009745,684.37
-33.587611382,-70.568231028,682.622
-33.582659248,-70.554732598,688.984
-33.59453049,-70.59508269,661.988
-33.591773306,-70.584874664,670.789
-33.591065487,-70.583009117,674.836
-33.582058477,-70.564285409,682.252
-33.584560938,-70.569449296,678.0
-33.594800399,-70.585016523,677.702
-33.587129881,-70.572322398,682.668
-33.569018933,-70.527959934,900.752
-33.578555267,-70.526992116,848.368
-33.577195442,-70.544902969,730.156
-33.572464225,-70.555551419,676.274
-33.583681355,-70.559349074,688.657
-33.578164123,-70.554026654,687.504
-33.576692558,-70.552576158,684.367
-33.570014041,-70.544537503,714.397
-33.576139424,-70.539435722,756.165
-33.575680174,-70.544829879,726.786
-33.577534481,-70.547630657,721.405
-33.584793182,-70.544354656,716.857
-33.585337288,-70.532655112,809.442
-33.582360094,-70.527588441,831.664
-33.572078085,-70.528946892,874.315
-33.573520414,-70.537501221,773.34
-33.590211426,-70.537374539,749.56
-33.589465508,-70.536883911,752.983
-33.58455372,-70.534420687,794.863
-33.578098944,-70.531478465,820.365
-33.570170834,-70.527552893,905.117
-33.567784455,-70.542160516,732.637
-33.572475794,-70.527619432,886.143
-33.577169968,-70.520162031,883.169
-33.576888435,-70.538148357,762.601
-33.574625178,-70.539362271,758.941
-33.574043211,-70.524542676,898.913
-33.574068837,-70.521870701,911.063
-33.573347744,-70.518715879,930.792
-33.570966441,-70.524900693,912.757
-33.567924212,-70.531384702,851.137
-33.566013891,-70.534845512,804.462
-33.567330969,-70.546660384,703.428
-33.569856094,-70.553595304,677.489
-33.583881313,-70.566667776,681.996
-33.585326839,-70.569030365,680.581
-33.586407655,-70.570916308,681.02
-33.594419743,-70.599202003,658.884
-33.58757199,-70.586052451,668.204
-33.58368939,-70.574430873,674.219
-33.577303755,-70.558545528,679.776
-33.568945832,-70.540415648,746.306
-33.567080286,-70.538962306,766.471
-33.56021682,-70.541771441,721.696
-33.564218447,-70.550593621,686.073
-33.571214207,-70.559614201,668.778
-33.585484762,-70.579081583,674.517
-33.591037659,-70.598129393,659.46
-33.587802531,-70.591562597,664.464
-33.583236668,-70.578059204,671.652
-33.576109526,-70.560773926,679.994
-33.561495713,-70.553645362,674.337
-33.557180943,-70.572237435,647.008
-33.56089193,-70.575625714,650.789
-33.574955973,-70.575378734,667.842
-33.576818286,-70.57683952,667.454
-33.579937402,-70.601746007,650.0
-33.574874545,-70.607924866,641.452
-33.567046317,-70.602965427,639.939
-33.563658747,-70.586749193,647.0
-33.566980399,-70.575456054,657.595
-33.567752103,-70.575034084,658.938
-33.56829536,-70.569098975,662.347
-33.568988643,-70.557673303,681.359
-33.573755885,-70.563861045,676.1
-33.581659216,-70.580275957,669.993
-33.582367562,-70.582142378,670.34
-33.588629466,-70.603061853,654.977
-33.580056385,-70.583408882,671.148
-33.568825592,-70.563623386,669.272
-33.56735816,-70.561719117,666.092
-33.564789599,-70.558386165,667.757
-33.576035036,-70.577719209,666.726
-33.585878067,-70.606605039,649.964
-33.585169947,-70.60473795,652.599
-33.577253007,-70.588779473,658.438
-33.576190034,-70.585978581,662.103
-33.575126966,-70.583177712,662.103
-33.569255159,-70.561810757,668.153
-33.573643262,-70.567980059,669.031
-33.586542467,-70.596088203,660.493
-33.587331629,-70.608964754,646.892
-33.581833277,-70.601832982,651.001
-33.572466059,-70.583958526,658.841
-33.571752742,-70.582092967,660.144
-33.562653681,-70.552791522,674.603
-33.56338447,-70.554192633,674.74
-33.56728274,-70.564465848,666.0
-33.576319598,-70.595157115,652.425
-33.575773954,-70.602005731,644.434
-33.571478134,-70.593077555,641.986
-33.564275065,-70.577160448,654.474
-33.554646128,-70.553769008,669.373
-33.554295023,-70.552386504,670.22
-33.568313695,-70.58284736,656.0
-33.578264526,-70.608087387,643.505
-33.580358715,-70.615066871,641.045
-33.574985868,-70.60334337,645.911
-33.568624343,-70.585610947,653.962
-33.560638852,-70.57102598,648.9
-33.551162987,-70.555890532,658.187
-33.548046291,-70.54384639,674.44
-33.554430608,-70.546026001,706.686
-33.556690479,-70.547045205,688.637
-33.558940596,-70.548518486,683.961
-33.564814759,-70.557470663,669.035
-33.571498802,-70.577044398,662.64
-33.571855395,-70.577976812,663.037
-33.576805486,-70.606181944,640.362
-33.56816115,-70.603935445,642.792
-33.572188809,-70.609632743,636.674
-33.573239995,-70.612896778,633.9
-33.572581262,-70.609191163,638.052
-33.569402071,-70.600317266,630.278
-33.566146298,-70.594195633,646.909
-33.562548448,-70.585776208,647.723
-33.557142786,-70.573612213,645.0
-33.554254331,-70.56796799,647.469
-33.556027909,-70.572641377,643.848
-33.55924897,-70.58103357,647.721
-33.572087783,-70.613304117,636.0
-33.569896703,-70.609988027,637.744
-33.568819987,-70.60764139,625.996
-33.559608292,-70.581965476,647.955
-33.554596338,-70.569360937,650.164
-33.559923636,-70.585178715,646.0
-33.574351087,-70.613866837,636.027
-33.602740883,-70.599585387,662.133
-33.598143319,-70.58746296,671.775
-33.598388503,-70.577413463,683.356
-33.592776915,-70.541581334,720.688
-33.592432647,-70.539751556,727.789
-33.590698213,-70.531512697,786.42
-33.59547243,-70.538546249,733.701
-33.597903126,-70.564623143,697.161
-33.597792194,-70.569183687,691.113
-33.599631404,-70.588448438,676.673
-33.599362985,-70.584314626,679.384
-33.59836594,-70.560996305,701.635
-33.595998544,-70.53086867,788.288
-33.589784422,-70.540071138,731.687
-33.590073519,-70.560134166,691.701
-33.594244035,-70.574504183,683.877
-33.599631404,-70.588448438,676.673
-33.59817874,-70.600291634,659.95
-33.594259592,-70.605153585,656.298
-33.578451432,-70.616352173,636.349
-33.573278454,-70.625308184,624.483
-33.589362222,-70.604012522,653.0
-33.590156785,-70.602673339,655.212
-33.579639806,-70.61365645,638.411
-33.57277171,-70.629883637,623.18
-33.577811883,-70.626429345,626.105
-33.579381356,-70.624660829,627.171
-33.581327667,-70.622452493,635.426
-33.60134955,-70.609144256,655.717
-33.595929943,-70.613482729,648.649
-33.586502324,-70.626820487,634.63
-33.586078652,-70.629554643,631.538
-33.588414315,-70.625988203,633.0
-33.598299009,-70.609922209,655.507
-33.596382456,-70.610752022,650.0
-33.588548528,-70.620031032,637.312
-33.579040518,-70.637057581,619.546
-33.580622809,-70.634828213,622.908
-33.597336138,-70.603460906,662.917
-33.589418322,-70.615940551,644.65
-33.582697402,-70.628484826,628.455
-33.584311154,-70.623508552,633.192
-33.586299625,-70.619012189,639.679
-33.598360514,-70.607632954,655.902
-33.598355901,-70.622304224,640.705
-33.586786219,-70.645672457,614.181
-33.597388115,-70.631893662,629.682
-33.599760574,-70.627410633,637.094
-33.594336458,-70.632676906,628.752
-33.582232281,-70.645474753,614.938
-33.582281409,-70.643637208,616.48
-33.592553319,-70.627548934,631.208
-33.594119795,-70.625324783,636.831
-33.595306673,-70.623084765,641.896
-33.599689221,-70.614569877,649.946
-33.597558715,-70.624102424,641.212
-33.595731812,-70.637790336,626.32
-33.595267685,-70.640986034,621.828
-33.587935313,-70.660909545,599.159
-33.592951409,-70.657439089,607.625
-33.59896989,-70.644363855,624.585
-33.597795841,-70.645691202,615.618
-33.585313094,-70.659416529,601.812
-33.588045643,-70.656309328,603.654
-33.590061823,-70.651333296,610.2
-33.597366966,-70.632810834,631.459
-33.59725685,-70.637398017,628.321
-33.596339115,-70.658503762,607.138
-33.594174937,-70.669462644,591.805
-33.598141949,-70.663649302,602.043
-33.59930791,-70.661391952,604.486
-33.605662403,-70.649248567,616.797
-33.605575687,-70.652460614,614.928
-33.603833067,-70.66389173,603.592
-33.594731051,-70.691604003,572.743
-33.603132795,-70.675827522,584.12
-33.623223678,-70.642667212,623.636
-33.623317211,-70.638543803,628.198
-33.623337976,-70.637627691,628.539
-33.619206244,-70.620490506,646.234
-33.619012338,-70.628727325,639.047
-33.618338169,-70.65668419,608.097
-33.615412215,-70.652884815,616.615
-33.609495597,-70.631971523,635.087
-33.60937766,-70.637012967,632.0
-33.605842631,-70.657068636,607.913
-33.599813603,-70.671540587,592.478
-33.595122369,-70.66213599,604.888
-33.600118782,-70.643954458,620.371
-33.59824947,-70.642954104,623.396
-33.598174775,-70.645707664,620.317
-33.597843103,-70.659027934,606.765
-33.599686427,-70.677066158,588.691
-33.60220484,-70.682236373,584.051
-33.606466435,-70.664924681,601.475
-33.606588297,-70.657560258,609.497
-33.607176456,-70.64931412,616.026
-33.606992097,-70.641957903,626.212
-33.605696552,-70.63272063,634.48
-33.605913528,-70.623100697,650.791
-33.605361514,-70.614826423,650.678
-33.604801212,-70.607468511,658.829
-33.602789691,-70.597755294,665.923
-33.600350919,-70.589855846,673.073
-33.596474614,-70.575982623,684.692
-33.592595747,-70.564829412,693.867
-33.586512213,-70.551731587,698.0
-33.584330919,-70.548422865,699.0
-33.590004197,-70.562871849,690.651
-33.603533491,-70.598247708,664.279
-33.605727904,-70.601097145,666.671
-33.602667644,-70.588132308,674.604
-33.601256149,-70.5839498,680.637
-33.59702438,-70.569604376,692.712
-33.594961441,-70.560835819,696.147
-33.599122308,-70.561031968,703.239
-33.600929007,-70.564765313,700.452
-33.604089239,-70.574056951,690.546
-33.605517889,-70.5786778,686.24
-33.607296583,-70.583330739,684.009
-33.609451317,-70.588002812,678.029
-33.610132561,-70.59123379,676.266
-33.604113632,-70.573143546,691.744
-33.595358635,-70.544884662,716.539
-33.597746768,-70.555040931,716.887
-33.604164819,-70.588660996,674.013
-33.610261844,-70.615506288,652.057
-33.616719395,-70.62999991,639.0
-33.616405378,-70.627236108,641.119
-33.613709486,-70.613829674,653.787
-33.611159653,-70.595853362,670.06
-33.610823992,-70.59400895,673.083
-33.605647722,-70.572302106,692.332
-33.599689645,-70.552854879,718.586
-33.598996621,-70.550088801,711.68
-33.596538717,-70.542223725,720.913
-33.602428961,-70.548886135,721.454
-33.61162252,-70.574872106,695.301
-33.61230226,-70.578099257,690.4
-33.61638082,-70.59793043,664.1
-33.622496767,-70.610107433,656.613
-33.625692388,-70.603388449,719.936
-33.627174626,-70.588377876,671.867
-33.621204456,-70.553880562,703.386
-33.610728115,-70.536032303,734.445
-33.599069978,-70.529635921,759.854
-33.591218365,-70.524737597,812.228
-33.572165553,-70.520918347,934.55
-33.558824845,-70.528760605,860.292
-33.548693903,-70.547560328,692.632
-33.54799635,-70.545676536,662.138
-33.554213342,-70.538297663,735.753
-33.569392223,-70.529746111,877.672
-33.564918836,-70.532533143,822.434
-33.546943186,-70.542417392,684.575
-33.544553494,-70.545975601,669.296
-33.550009349,-70.556293227,656.034
-33.558475521,-70.552589051,669.617
-33.564481963,-70.536116404,784.059
-33.57149755,-70.514631067,998.604
-33.564052162,-70.521652227,1070.542
-33.560342529,-70.52970824,830.72
-33.556425338,-70.541581284,711.439
-33.55189812,-70.556843661,661.364
-33.549975499,-70.572770716,639.912
-33.553064869,-70.570191805,645.366
-33.556307489,-70.562561386,657.486
-33.562311133,-70.550955645,680.56
-33.560356172,-70.553590178,671.489
-33.553672057,-70.561516798,653.101
-33.542178506,-70.565051659,637.127
-33.532911346,-70.554086066,657.0
-33.534939339,-70.54785103,695.473
-33.536411714,-70.550633769,672.414
-33.544587563,-70.560136432,639.509
-33.543136998,-70.557316793,642.759
-33.54645743,-70.546948733,662.507
-33.54857065,-70.553019755,672.224
-33.539401414,-70.553944235,650.155
-33.540337737,-70.544935596,694.248
-33.545221849,-70.549663897,653.804
-33.551162987,-70.555890532,658.187
-33.551454221,-70.559115801,653.183
-33.551092132,-70.573742397,639.036
-33.552440869,-70.580233423,641.0
-33.558730794,-70.600745447,633.316
-33.576228927,-70.642453712,612.647
-33.579039888,-70.651780299,606.27
-33.577577487,-70.649415389,608.925
-33.572593825,-70.636314708,615.196
-33.568768849,-70.623267819,623.33
-33.564245636,-70.607892496,623.641
-33.557197457,-70.587347866,642.822
-33.550876951,-70.566868878,645.229
-33.549809094,-70.564066468,648.313
-33.545877388,-70.554254655,649.158
-33.548133315,-70.570388517,639.455
-33.549215636,-70.572733053,639.0
-33.55308752,-70.584398767,639.115
-33.557931479,-70.60208776,629.553
-33.560720415,-70.611410077,628.548
-33.566804176,-70.625479573,620.049
-33.575769343,-70.645654823,611.082
-33.585980941,-70.663593258,597.473
-33.581059567,-70.662461829,597.814
-33.576523803,-70.661348308,592.175
-33.573213702,-70.657524264,599.274
-33.565800853,-70.634175763,613.938
-33.561657503,-70.618810361,622.009
-33.557106457,-70.604348627,628.201
-33.553225687,-70.593136857,636.433
-33.551462465,-70.587998984,635.789
-33.547864375,-70.580472304,636.0
-33.542488757,-70.56781609,634.827
-33.537080597,-70.555644503,647.503
-33.532308141,-70.545917506,721.572
-33.537408979,-70.557940812,636.47
-33.546423411,-70.577641382,633.491
-33.5485581,-70.58280623,637.0
-33.553568106,-70.594531691,635.797
-33.558437152,-70.611306545,627.0
-33.567360595,-70.632864181,617.689
-33.565522762,-70.630482699,616.651
-33.563013218,-70.624850748,620.472
-33.555964488,-70.604296396,628.281
-33.548809277,-70.587415465,631.287
-33.543049828,-70.575638092,628.986
-33.536690721,-70.556078925,644.202
-33.53167075,-70.539573018,773.604
-33.530217715,-70.536339058,808.359
-33.528746386,-70.534008446,828.431
-33.530520348,-70.53996756,771.107
-33.533770422,-70.549150357,685.578
-33.538872111,-70.560304694,634.903
-33.544902271,-70.577566566,630.648
-33.54487566,-70.578485511,631.105
-33.547996049,-70.589216241,629.824
-33.551788602,-70.603645498,626.069
-33.555605546,-70.61715835,620.59
-33.559092784,-70.628817517,611.257
-33.568641875,-70.643507154,607.0
-33.572631961,-70.65104989,603.964
-33.573085555,-70.662126625,594.548
-33.578310051,-70.666034419,592.253
-33.58511046,-70.667702307,593.272
-33.584242487,-70.685641429,574.502
-33.583658856,-70.692996252,568.135
-33.592439532,-70.691971301,574.807
-33.597526812,-70.686649506,579.848
-33.594919534,-70.684698943,582.084
-33.591752958,-70.675353177,588.689
-33.589659108,-70.667891564,591.683
-33.591068717,-70.672560772,588.776
-33.593274847,-70.689239731,572.898
-33.590007153,-70.683574394,579.129
-33.585825564,-70.669576612,590.496
-33.583080836,-70.657479252,602.084
-33.585479632,-70.668179017,592.0
-33.589032423,-70.691370998,570.033
-33.589197198,-70.699217528,563.0
-33.589285915,-70.695992605,568.937
-33.58624475,-70.682036048,579.841
-33.57804358,-70.661412531,596.919
-33.579470809,-70.665160475,594.905
-33.581707409,-70.680926095,580.285
-33.586535919,-70.699109878,565.0
-33.585940599,-70.6930893,570.0
-33.583811442,-70.687468132,571.753
-33.579146372,-70.677131384,580.727
-33.572225927,-70.651953661,603.947
-33.572341003,-70.647813195,609.499
-33.575451997,-70.658537192,599.099
-33.579526807,-70.677147266,580.486
-33.579856329,-70.679005104,580.862
-33.580160489,-70.681784152,574.488
-33.581440185,-70.690599323,568.0
-33.579335826,-70.684055757,573.609
-33.576318883,-70.669176456,587.062
-33.574391617,-70.655266218,596.331
-33.576211931,-70.658569453,597.513
-33.579020056,-70.667907658,589.809
-33.580617138,-70.67903667,581.222
-33.582961799,-70.690661554,572.41
-33.582739323,-70.700837099,562.862
-33.582818014,-70.697602358,563.685
-33.580626539,-70.693815324,565.077
-33.576612746,-70.68671977,570.0
-33.574455631,-70.68154968,575.0
-33.56704156,-70.673860189,580.0
-33.565484234,-70.661343377,590.379
-33.56443188,-70.658071557,592.0
-33.561170833,-70.651939414,595.0
-33.560615421,-70.644541208,600.273
-33.560363381,-70.639922493,606.279
-33.558576783,-70.634317272,608.876
-33.556802943,-70.629175497,613.016
-33.555363036,-70.625890337,615.039
-33.553281711,-70.618434232,616.0
-33.551989626,-70.610094173,620.284
-33.549870999,-70.604017682,623.752
-33.544148803,-70.590414845,624.064
-33.540084636,-70.572284352,631.0
-33.536659665,-70.5574448,643.05
-33.540656976,-70.564975238,633.365
-33.546303739,-70.581776202,632.394
-33.546931056,-70.586407562,631.952
-33.545162867,-70.581720504,629.473
-33.541070637,-70.578298716,626.712
-33.535860931,-70.573450457,623.099
-33.531139632,-70.564051435,624.145
-33.524690868,-70.562355235,627.0
-33.523148655,-70.562742218,629.665
-33.52257061,-70.555397557,652.541
-33.523002548,-70.553149251,667.217
-33.523546067,-70.545920697,718.822
-33.524227801,-70.531970105,832.42
-33.517400687,-70.513283917,1026.298
-33.515185506,-70.510493827,1043.963
-33.515129401,-70.513152698,1005.927
-33.517570977,-70.52310389,890.408
-33.522548877,-70.539526996,760.337
-33.527202703,-70.5529134,665.371
-33.533887454,-70.561427313,637.462
-33.536809873,-70.566164045,628.0
-33.536454315,-70.565227743,628.373
-33.532018419,-70.559958247,646.578
-33.52944974,-70.55528051,651.961
-33.533467093,-70.562785997,629.474
-33.534534028,-70.565595315,624.954
-33.543280996,-70.594055346,623.212
-33.542573401,-70.592180388,624.401
-33.541144502,-70.588889568,624.118
-33.5390203,-70.583262326,623.0
-33.534118139,-70.566948639,622.813
-33.528740976,-70.552529619,665.787
-33.528358786,-70.552512421,666.778
-33.534417897,-70.570170654,623.46
-33.535826202,-70.574824146,622.393
-33.537195933,-70.580410781,621.472
-33.53820518,-70.585064455,619.229
-33.533873008,-70.576563593,618.293
-33.533515961,-70.575627674,620.083
-33.524635566,-70.548247502,701.472
-33.531069411,-70.566796426,621.233
-33.533169718,-70.574234752,621.887
-33.530886438,-70.559443916,645.566
-33.530958914,-70.556258184,644.728
-33.529776543,-70.558016905,640.916
-33.529942832,-70.549867419,685.477
-33.525825553,-70.546047723,721.972
-33.523359048,-70.537312531,784.822
-33.526802865,-70.536153624,810.051
-33.526974669,-70.545658876,721.324
-33.521665938,-70.544909577,718.648
-33.519868673,-70.540280357,742.514
-33.520701192,-70.537161409,768.077
-33.522683138,-70.533229094,815.501
-33.52126333,-70.528225786,874.747
-33.518690545,-70.524058817,882.515
-33.51319971,-70.514809915,974.939
-33.513524626,-70.517074006,948.746
-33.513783806,-70.522451868,884.79
-33.519191968,-70.536623486,764.713
-33.528768956,-70.551172397,677.654
-33.532768669,-70.560454078,649.611
-33.531704347,-70.557200562,642.089
-33.529560849,-70.549850227,684.958
-33.52740359,-70.543419507,739.727
-33.524926942,-70.535143535,806.806
-33.521633739,-70.528693622,872.169
-33.517210674,-70.522190204,894.898
-33.511698219,-70.514259526,974.3
-33.509078558,-70.511947257,1017.599
-33.50890749,-70.52031247,884.634
-33.50919188,-70.524366184,849.373
-33.514517263,-70.54089507,723.484
-33.523950341,-70.561403795,631.946
-33.53820518,-70.585064455,619.229
-33.547164726,-70.605274061,620.22
-33.553888975,-70.623983987,615.342
-33.56184863,-70.641369448,605.0
-33.568175871,-70.66053564,593.402
-33.570469153,-70.674003119,580.466
-33.572384899,-70.687930401,565.0
-33.576373755,-70.696419718,562.883
-33.576947709,-70.688581961,569.011
-33.578511029,-70.686327832,572.64
-33.577535255,-70.680292034,578.907
-33.57185426,-70.665300751,589.917
-33.567658825,-70.651757327,599.055
-33.564082459,-70.643309503,603.0
-33.559025069,-70.631575285,613.161
-33.554424448,-70.618485567,616.491
-33.550555787,-70.606808849,621.512
-33.543966062,-70.596846808,624.0
-33.536968762,-70.588228083,618.291
-33.533016981,-70.579745883,615.946
-33.528805538,-70.565766448,627.7
-33.525264909,-70.554181397,658.993
-33.521275397,-70.545340926,713.587
-33.517608359,-70.539247524,740.652
-33.514315998,-70.532785528,791.673
-33.510271214,-70.527115858,830.125
-33.505617706,-70.514346849,939.617
-33.506674125,-70.517972036,890.521
-33.508896766,-70.520760487,878.864
-33.510016863,-70.521717192,877.989
-33.511143311,-70.522241093,881.036
-33.522087158,-70.543121316,732.04
-33.523135422,-70.547257532,707.709
-33.525998546,-70.555578825,650.799
-33.528471244,-70.563917299,624.496
-33.530963902,-70.570916074,619.042
-33.534581952,-70.578440724,618.195
-33.538559334,-70.586002496,619.205
-33.541772105,-70.593523064,622.38
-33.54424401,-70.600539758,619.335
-33.545866006,-70.610736679,615.118
-33.549419685,-70.620101978,611.967
-33.55385465,-70.625362575,613.877
-33.557382879,-70.637027716,606.595
-33.560841478,-70.650081461,597.413
-33.564263844,-70.664058122,587.0
-33.567080124,-70.672478002,582.921
-33.569604936,-70.677657129,577.685
-33.570977396,-70.683251508,573.187
-33.573863168,-70.689840341,567.039
-33.577157658,-70.695525897,562.874
-33.586809816,-70.705625195,556.122
-33.590732656,-70.714071616,552.362
-33.58928651,-70.712654078,554.0
-33.582207224,-70.706829061,553.0
-33.578867092,-70.703460234,554.543
-33.573041635,-70.692117488,561.408
-33.569146946,-70.680406174,576.462
-33.566853353,-70.666934156,586.672
-33.563482659,-70.651116945,596.979
-33.558495449,-70.638458604,605.188
-33.552322943,-70.625753926,612.104
-33.54398527,-70.60973094,614.0
-33.538587345,-70.597979103,615.166
-33.531659748,-70.586154438,610.696
-33.528172663,-70.575368453,615.811
-33.524581138,-70.566477967,622.641
-33.520209595,-70.558023475,648.939
-33.515447763,-70.549153487,683.047
-33.511477309,-70.539862596,728.97
-33.505474422,-70.520164736,881.513
-33.49661737,-70.507846561,1091.864
-33.49803056,-70.512685451,1027.316
-33.503476526,-70.523672861,871.04
-33.509649817,-70.536593999,756.43
-33.517197336,-70.55605228,657.301
-33.520766951,-70.565842774,627.735
-33.526176105,-70.578045018,610.234
-33.539020772,-70.596158581,618.0
-33.545077516,-70.611621443,613.045
-33.549972209,-70.6284106,607.0
-33.553488885,-70.640083281,599.56
-33.556609547,-70.65128244,592.0
-33.562384485,-70.663056423,588.751
-33.56423811,-70.664979331,587.0
-33.567803405,-70.673891945,582.0
-33.571012758,-70.681867297,574.179
-33.573816138,-70.69168727,562.926
-33.576685926,-70.699208274,558.0
-33.580949247,-70.710936942,549.365
-33.579386797,-70.712261133,547.178
-33.575284885,-70.708862842,547.119
-33.570061056,-70.689220388,565.807
-33.572302417,-70.691162293,560.917
-33.565911691,-70.687199119,565.13
-33.560439502,-70.693003591,559.065
-33.570980625,-70.698044359,555.429
-33.568129772,-70.690064805,560.794
-33.561576994,-70.678247253,572.554
-33.564930166,-70.681154966,571.749
-33.569309958,-70.688726985,565.0
-33.571838338,-70.694379541,558.614
-33.577055137,-70.699685718,557.654
-33.58367915,-70.708735593,551.245
-33.576628881,-70.701520059,559.072
-33.573733775,-70.694920182,560.685
-33.570513443,-70.686466255,571.848
-33.563360116,-70.669093409,584.543
-33.559174526,-70.655080969,592.028
-33.553896203,-70.639179243,603.026
-33.548520061,-70.625583286,607.0
-33.540209512,-70.608178578,611.246
-33.533004849,-70.592659238,610.651
-33.528325448,-70.582764505,608.952
-33.526191136,-70.577582908,610.288
-33.521100384,-70.567693623,621.012
-33.515296171,-70.555506416,658.299
-33.50820249,-70.533354301,779.32
-33.498702267,-70.516656108,925.101
-33.500868664,-70.521279741,889.736
-33.505833832,-70.535989304,768.877
-33.513049177,-70.553570776,669.023
-33.517704813,-70.565701156,627.388
-33.520920184,-70.574123782,607.467
-33.524652583,-70.577965711,607.251
-33.528760218,-70.580943483,609.927
-33.530227266,-70.582862641,610.944
-33.534622971,-70.589513317,615.891
-33.540326385,-70.604041419,614.547
-33.544556079,-70.616660568,610.009
-33.547689304,-70.628308748,605.391
-33.550541168,-70.636266928,602.855
-33.553649502,-70.647927396,595.461
-33.558624558,-70.661052442,586.0
-33.55967744,-70.664325616,584.428
-33.561745169,-70.672255186,580.966
-33.562656055,-70.680599621,572.527
-33.56336671,-70.682475198,578.461
-33.567676793,-70.692820319,561.461
-33.565393349,-70.692730232,559.923
-33.563210914,-70.688477928,560.423
-33.562103376,-70.687045881,563.349
-33.558591052,-70.675815657,574.995
-33.55042767,-70.653784363,587.0
-33.540976152,-70.622481313,603.547
-33.539814916,-70.608621,611.334
-33.543183574,-70.611075397,613.598
-33.54547557,-70.625446681,605.608
-33.548017053,-70.644455857,592.873
-33.550072119,-70.652846542,588.26
-33.554533534,-70.657188658,585.918
-33.565962985,-70.671508795,583.303
-33.571338509,-70.69898432,553.656
-33.566670312,-70.702973002,550.004
-33.564736556,-70.703820386,549.039
-33.562906484,-70.700973136,555.803
-33.560461596,-70.69207751,562.275
