lat,lon,ele
-33.414555503,-70.495326652,1326.288
-33.423235166,-70.503394452,1009.831
-33.434434363,-70.521418517,807.819
-33.446837259,-70.542047266,672.016
-33.449011222,-70.546759393,658.599
-33.460990917,-70.571749571,608.134
-33.472934054,-70.598150479,573.178
-33.48962779,-70.6335977,549.0
-33.490315577,-70.636405349,549.0
-33.49138827,-70.639229861,548.773
-33.494248444,-70.646761784,548.342
-33.493890958,-70.645820302,548.993
-33.491800748,-70.638321869,548.483
-33.48962779,-70.6335977,549.0
-33.485624759,-70.625552464,549.997
-33.481276228,-70.616102218,555.045
-33.473897626,-70.604670085,567.063
-33.463429695,-70.593095004,583.0
-33.46453183,-70.594995359,579.337
-33.470013685,-70.605421267,565.558
-33.4758235,-70.617709678,554.343
-33.481908543,-70.633722952,540.686
-33.47893474,-70.629887384,543.067
-33.477489049,-70.626581738,546.333
-33.474955117,-70.620912206,555.478
-33.46878709,-70.607680165,561.595
-33.460825495,-70.589738667,589.913
-33.459351099,-70.587358686,594.829
-33.457890475,-70.584516791,596.44
-33.466913557,-70.60574506,570.394
-33.468745341,-70.609066396,564.67
-33.47046392,-70.616082039,555.6
-33.47677037,-70.637668156,539.621
-33.477830482,-70.640957827,535.532
-33.475984763,-70.638097384,540.244
-33.471148206,-70.631862019,544.0
-33.464503312,-70.621373851,556.854
-33.458664029,-70.610001462,571.191
-33.453652223,-70.596817777,587.456
-33.447926484,-70.581761278,611.171
-33.447210876,-70.579879961,614.942
-33.441912501,-70.563463723,642.185
-33.436125386,-70.551235737,668.5
-33.426544778,-70.536035811,715.591
-33.409873082,-70.51704159,840.944
-33.397099165,-70.49780552,986.859
-33.389350653,-70.48414723,1118.665
-33.388133216,-70.478844618,1332.522
-33.391319402,-70.478721129,1318.467
-33.394276062,-70.480600534,1323.625
-33.401115597,-70.487363134,1074.509
-33.410180357,-70.501323022,975.629
-33.416287851,-70.512452375,867.151
-33.423105428,-70.524962383,769.848
-33.431456937,-70.539478107,700.634
-33.441747088,-70.557036471,648.186
-33.450989696,-70.570365369,620.437
-33.459973217,-70.579525519,600.556
-33.467095415,-70.586786364,592.775
-33.473773922,-70.595875877,573.847
-33.4789909,-70.60212347,567.0
-33.483766141,-70.610200636,562.319
-33.486971927,-70.619134247,556.11
-33.488746919,-70.624302322,552.273
-33.491539185,-70.63414426,551.081
-33.494399272,-70.641675302,548.0
-33.497987154,-70.65062654,549.691
-33.499443936,-70.653467018,550.037
-33.50233271,-70.660076108,543.507
-33.504404593,-70.668033621,541.857
-33.50723478,-70.676490562,535.679
-33.511137667,-70.687775986,529.21
-33.513932595,-70.697636597,526.157
-33.517456482,-70.708924344,517.716
-33.519504811,-70.71782572,512.648
-33.520405831,-70.726698798,501.554
-33.521339998,-70.734166592,504.647
-33.522685857,-70.740722325,498.405
-33.524402333,-70.74775761,491.079
-33.527663123,-70.755866002,486.885
-33.531657769,-70.763915688,480.942
-33.536014667,-70.772924173,475.0
-33.542151861,-70.786643609,464.768
-33.547708726,-70.793822264,458.42
-33.547446815,-70.789622374,464.459
-33.543028882,-70.782949531,465.286
-33.537265433,-70.782746465,465.0
-33.534464601,-70.786374615,460.051
-33.538597946,-70.789779864,459.953
-33.543222649,-70.789475182,460.421
-33.544470026,-70.786259175,460.315
-33.540778507,-70.781007852,469.174
-33.536207908,-70.779449292,467.0
-33.535356954,-70.782213498,463.009
-33.538061459,-70.781843162,469.343
-33.541067422,-70.784277292,465.0
-33.540353481,-70.782389617,467.017
-33.536358055,-70.774333015,471.357
-33.533493777,-70.766764214,475.578
-33.530656819,-70.758765781,487.0
-33.527463687,-70.748336237,488.129
-33.524662863,-70.738938237,499.112
-33.521888868,-70.728613456,506.793
-33.517637588,-70.715896626,518.221
-33.51222464,-70.703614642,518.0
-33.510064956,-70.698419159,522.0
-33.506765411,-70.692716032,525.143
-33.503107598,-70.686069812,528.159
-33.499145248,-70.676625712,530.147
-33.494787271,-70.667637811,533.62
-33.49154345,-70.660089426,537.122
-33.484948973,-70.648215093,536.469
-33.480571955,-70.639686579,539.0
-33.478066446,-70.633091662,545.125
-33.476592856,-70.630710863,547.0
-33.473756115,-70.622248211,550.955
-33.470618283,-70.611000231,559.489
-33.46669422,-70.600182239,575.591
-33.461983277,-70.589791244,590.398
-33.459434428,-70.58458726,596.982
-33.456540935,-70.577980239,603.271
-33.452195051,-70.569543166,618.84
-33.446660865,-70.560485386,637.737
-33.438966301,-70.546749294,671.721
-33.441927902,-70.55104149,660.705
-33.449164515,-70.56706209,626.859
-33.45064857,-70.568970215,621.335
-33.455685422,-70.580715833,605.219
-33.453838643,-70.577856781,609.509
-33.450589607,-70.570808526,621.0
-33.447362288,-70.562825614,634.0
-33.440756518,-70.551449215,658.337
-33.430482409,-70.533926076,738.866
-33.42901001,-70.532043057,750.189
-33.427929176,-70.530188457,749.97
-33.433001422,-70.539550612,700.087
-33.435906775,-70.54568436,679.272
-33.438441148,-70.55134249,665.0
-33.434804564,-70.543786488,684.704
-33.429360086,-70.532965863,748.174
-33.426173657,-70.525563132,759.675
-33.42296953,-70.519590984,901.253
-33.417826158,-70.513495534,892.549
-33.408813038,-70.505230984,930.069
-33.407310358,-70.504257067,944.706
-33.404690666,-70.50232808,964.351
-33.392232133,-70.492980011,988.438
-33.394023376,-70.496706195,961.899
-33.396590104,-70.500958617,967.14
-33.398069379,-70.50285844,954.569
-33.39994797,-70.504799248,943.258
-33.402186505,-70.506717139,924.894
-33.407471992,-70.509685892,891.362
-33.415402944,-70.515596994,861.239
-33.425472072,-70.52371475,771.623
-33.427346985,-70.525163629,772.045
-33.426367772,-70.520590802,849.051
-33.422789067,-70.516093255,950.421
-33.419386175,-70.512637687,911.848
-33.412591802,-70.507220978,891.031
-33.40659645,-70.502869485,960.594
-33.398756276,-70.496628943,1001.718
-33.390540864,-70.488936755,1040.655
-33.387462543,-70.483628079,1167.508
-33.390327842,-70.486795182,1069.673
-33.394092622,-70.49489138,969.516
-33.400217007,-70.507521012,924.127
-33.408274375,-70.518326278,840.005
-33.416010188,-70.52825025,759.752
-33.417116975,-70.529670571,744.944
-33.426682074,-70.543872148,695.109
-33.438251696,-70.557322798,654.706
-33.443516675,-70.562185367,641.0
-33.447182588,-70.568335403,627.0
-33.450133828,-70.573097944,615.592
-33.453108944,-70.57643758,610.666
-33.458773578,-70.5808572,602.472
-33.463512914,-70.590323277,586.0
-33.467712955,-70.604855355,568.041
-33.465825425,-70.603382321,572.367
-33.464393017,-70.599615878,576.886
-33.461100289,-70.59345212,585.589
-33.457820931,-70.586826436,593.486
-33.453769058,-70.580166154,607.091
-33.448546846,-70.574409673,616.923
-33.440426987,-70.561552864,646.0
-33.43385107,-70.549745394,679.45
-33.42284498,-70.531772399,725.481
-33.404677626,-70.51181132,883.958
-33.402437202,-70.509891129,902.342
-33.38838218,-70.501850527,911.63
-33.39445371,-70.50583562,924.942
-33.406842599,-70.515538264,855.491
-33.421790717,-70.528990516,735.229
-33.422897586,-70.530410047,729.955
-33.429497439,-70.540308469,705.17
-33.434595257,-70.550703378,672.382
-33.435325428,-70.552122549,669.172
-33.441592816,-70.561620137,645.389
-33.446163771,-70.564157759,635.968
-33.451848569,-70.567641251,621.491
-33.454493385,-70.569611064,616.4
-33.457121452,-70.572035172,611.71
-33.458565807,-70.575331809,604.968
-33.459271927,-70.57718486,604.0
-33.461117096,-70.580040748,596.835
-33.463637577,-70.586166392,588.82
-33.465772336,-70.592276025,583.0
-33.467893128,-70.59884825,575.916
-33.46998595,-70.60634552,567.844
-33.472793112,-70.615723219,557.978
-33.476290311,-70.627918311,545.204
-33.479800705,-70.639653101,541.212
-33.48267755,-70.646727545,538.142
-33.486008311,-70.651503934,537.676
-33.49238119,-70.657803917,539.04
-33.49722588,-70.663575478,538.128
-33.502688146,-70.673985447,537.776
-33.505521307,-70.682449442,530.899
-33.508342785,-70.69138289,529.034
-33.508911979,-70.698375459,520.237
-33.510263293,-70.704936508,518.771
-33.511200905,-70.71240936,512.118
-33.511819145,-70.71754208,507.451
-33.514429282,-70.733439245,498.075
-33.515088537,-70.737182507,499.681
-33.519979983,-70.755118035,481.534
-33.523746111,-70.771087621,471.085
-33.523801346,-70.769226449,470.753
-33.523499121,-70.766421147,471.931
-33.522069474,-70.762643929,476.699
-33.520722489,-70.756076406,479.601
-33.519281889,-70.751762479,480.658
-33.516063583,-70.743262531,487.426
-33.511610024,-70.73751597,493.943
-33.508639954,-70.733684098,495.263
-33.506522985,-70.727094987,502.788
-33.504186843,-70.714921608,512.762
-33.5019471,-70.699505164,512.781
-33.500349008,-70.688290098,524.0
-33.49847033,-70.673349778,532.464
-33.496782887,-70.665406067,537.88
-33.491664872,-70.655918003,544.301
-33.484618878,-70.646347617,540.061
-33.480571955,-70.639686579,539.0
-33.473645071,-70.625948758,547.513
-33.47292882,-70.624064222,550.631
-33.467615781,-70.608090547,568.669
-33.469502952,-70.609562856,563.126
-33.473880891,-70.61808588,555.865
-33.480876407,-70.629509683,545.0
-33.482995861,-70.636086163,542.446
-33.488625441,-70.654401335,538.793
-33.492148705,-70.66567942,530.971
-33.497580796,-70.677495805,528.989
-33.499740429,-70.682688299,528.066
-33.497978686,-70.677046196,529.723
-33.495488239,-70.669984302,534.014
-33.49330412,-70.665726638,536.344
-33.486933685,-70.659436785,535.0
-33.48353001,-70.656966029,532.945
-33.480857295,-70.655922331,531.028
-33.477510236,-70.651605036,532.222
-33.47277159,-70.642129572,536.334
-33.467658716,-70.632172661,546.724
-33.463702511,-70.622265132,556.98
-33.457862478,-70.610891021,569.144
-33.453153323,-70.600498093,582.648
-33.449896353,-70.593420794,599.373
-33.447402337,-70.586367024,605.648
-33.442721186,-70.575059261,623.593
-33.438381168,-70.565152748,641.528
-33.435031867,-70.560841047,654.885
-33.430895818,-70.556956297,661.0
-33.427579698,-70.551730811,673.769
-33.423939199,-70.544652154,690.64
-33.418119692,-70.533822914,716.658
-33.411204119,-70.522561855,815.038
-33.40083366,-70.511166689,898.399
-33.403847322,-70.513126347,876.678
-33.408734701,-70.516535003,844.708
-33.41665491,-70.522902659,881.927
-33.420718698,-70.526662868,782.677
-33.425158314,-70.53187648,729.815
-33.42991228,-70.539405611,707.243
-33.436167224,-70.549852251,670.576
-33.443128737,-70.562163633,641.0
-33.447843863,-70.572064924,621.103
-33.452542029,-70.582425265,603.62
-33.456523328,-70.591393943,590.521
-33.460947224,-70.598535111,582.845
-33.463868074,-70.604220069,574.911
-33.466815868,-70.608979701,568.386
-33.46972016,-70.615123393,556.559
-33.473797715,-70.620860685,554.083
-33.477888578,-70.626136278,547.909
-33.482679485,-70.633756652,543.124
-33.488940169,-70.643754428,543.669
-33.495143078,-70.655600577,543.353
-33.499490128,-70.66505426,543.194
-33.502742981,-70.672134106,536.921
-33.504859339,-70.678710045,533.506
-33.507362851,-70.685307309,531.0
-33.509468977,-70.692355427,527.609
-33.513297892,-70.706444947,516.883
-33.516128803,-70.714913209,513.273
-33.520653295,-70.731353133,503.481
-33.521367435,-70.733238535,501.528
-33.524786779,-70.747771903,492.005
-33.529271322,-70.766629744,475.05
-33.529944674,-70.769913105,471.114
-33.53163469,-70.777890116,467.953
-33.533406881,-70.783076456,462.265
-33.534066292,-70.786826574,459.792
-33.535783341,-70.793875741,451.867
-33.52998596,-70.781558315,461.39
-33.528886647,-70.779655942,459.294
-33.527416171,-70.777274505,462.812
-33.524640149,-70.76692808,473.072
-33.522977166,-70.758021189,482.159
-33.521683027,-70.748586172,489.087
-33.518111757,-70.739155811,494.806
-33.512368409,-70.724996051,503.48
-33.509221145,-70.714189389,517.722
-33.506430657,-70.704326912,513.423
-33.50322431,-70.695371142,521.336
-33.498519948,-70.684968031,524.406
-33.495630563,-70.678351928,527.185
-33.492396417,-70.670329125,531.188
-33.488061616,-70.660408427,534.001
-33.479290087,-70.643801373,535.416
-33.471548192,-70.631416138,544.573
-33.465289958,-70.620945431,554.956
-33.45837829,-70.606750214,574.537
-33.450031474,-70.588792465,598.887
-33.44240455,-70.572731941,626.509
-33.436134326,-70.562739962,652.958
-33.428785133,-70.550406435,674.374
-33.419228851,-70.535247252,710.11
-33.411827769,-70.526223145,817.914
-33.399786675,-70.517450983,856.162
-33.400888628,-70.518865364,847.987
-33.410421289,-70.532542705,767.835
-33.411508659,-70.534417767,737.789
-33.422410143,-70.556110854,671.001
-33.437418924,-70.584072836,623.338
-33.453792839,-70.617663073,570.143
-33.456368658,-70.621945679,562.927
-33.459664334,-70.628115579,559.621
-33.463329232,-70.634764733,547.168
-33.461826218,-70.63330845,550.0
-33.457788918,-70.626179536,557.547
-33.454536362,-70.618621909,566.708
-33.451686234,-70.61062146,576.488
-33.447488524,-70.596082349,597.0
-33.444303286,-70.586696736,609.4
-33.438867358,-70.574414742,628.107
-33.429096497,-70.552723708,671.398
-33.428026809,-70.54991005,679.324
-33.424712698,-70.544689,692.885
-33.417978592,-70.527437264,762.795
-33.420827448,-70.533955827,713.754
-33.430568145,-70.555096347,664.306
-33.431640194,-70.557914443,661.048
-33.438268613,-70.568845912,635.958
-33.43713761,-70.567869494,637.34
-33.428992586,-70.555945886,663.595
-33.427875882,-70.554508691,668.04
-33.421139501,-70.547280559,686.747
-33.425215463,-70.553004124,674.674
-33.434072314,-70.566801674,648.128
-33.441078015,-70.578222418,622.072
-33.451175035,-70.589305079,598.386
-33.448670135,-70.582718846,606.592
-33.44326178,-70.569998092,628.749
-33.43710285,-70.556799843,656.0
-33.429659661,-70.547704574,685.758
-33.42206611,-70.542722071,695.113
-33.416396006,-70.538303033,708.109
-33.413105139,-70.533118561,733.765
-33.411036179,-70.526639419,831.468
-33.403557907,-70.519904608,840.621
-33.402822947,-70.518961466,845.52
-33.396007584,-70.515465926,868.695
-33.397838202,-70.51829585,852.323
-33.409387972,-70.529302838,847.649
-33.408616554,-70.529268752,861.084
-33.404723233,-70.530009172,840.897
-33.403216032,-70.529029993,810.69
-33.40062496,-70.525699335,809.482
-33.396395654,-70.515486904,868.006
-33.390950088,-70.505625513,912.903
-33.38438744,-70.495292662,941.412
-33.38265912,-70.490216326,1010.728
-33.383100144,-70.489838215,1012.181
-33.385713006,-70.491277317,987.946
-33.388462075,-70.491486155,1004.599
-33.390165543,-70.496037082,950.003
-33.391161033,-70.50017248,937.471
-33.394506978,-70.504474008,933.45
-33.395247507,-70.50542526,930.24
-33.398652404,-70.507893957,921.52
-33.405044723,-70.512281828,881.41
-33.408056531,-70.514238257,854.734
-33.412146166,-70.519016286,850.631
-33.4188934,-70.533860808,714.099
-33.421916575,-70.53583051,713.01
-33.426049731,-70.539224972,705.779
-33.430543952,-70.544050935,687.017
-33.435297487,-70.553044993,665.076
-33.449897435,-70.580459703,610.413
-33.461124148,-70.605485598,570.217
-33.468710278,-70.622950695,551.755
-33.471948187,-70.630970314,544.494
-33.474757453,-70.64036135,538.301
-33.478844407,-70.658620516,527.788
-33.481043694,-70.675438176,518.86
-33.481373788,-70.677309402,516.071
-33.48080526,-70.683324701,512.899
-33.478557694,-70.680910164,513.5
-33.474714996,-70.667281302,521.834
-33.472223468,-70.660200401,531.99
-33.465976145,-70.649709415,540.0
-33.461971999,-70.641197075,546.0
-33.459049462,-70.635505413,554.181
-33.455783829,-70.628408333,562.27
-33.452175532,-70.61990791,570.224
-33.449967864,-70.616102467,574.888
-33.445823931,-70.612209299,583.066
-33.442109021,-70.606944659,594.0
-33.440306319,-70.602696792,601.467
-33.437066045,-70.595152225,610.562
-33.434229206,-70.58716978,627.78
-33.431388747,-70.578709816,638.001
-33.430754583,-70.573572093,641.527
-33.433836825,-70.574178409,637.0
-33.437616374,-70.577605103,629.983
-33.439849175,-70.580480251,620.457
-33.44166755,-70.584262266,617.997
-33.444605517,-70.589486647,606.544
-33.447472655,-70.596542509,595.545
-33.449280354,-70.600792719,588.854
-33.452114611,-70.60925078,577.303
-33.451370718,-70.608292069,579.214
-33.450311421,-70.605004434,583.998
-33.44960993,-70.602658855,588.827
-33.44664902,-70.598363311,594.936
-33.446281215,-70.597410782,594.124
-33.442144185,-70.594000974,604.449
-33.439110319,-70.592014841,612.898
-33.437305918,-70.587769519,619.021
-33.435129274,-70.583045374,625.552
-33.432910197,-70.579707751,632.521
-33.429920791,-70.575381175,646.049
-33.427730739,-70.57112046,650.203
-33.426255861,-70.56874155,654.488
-33.423701786,-70.564012987,664.0
-33.41968765,-70.556446563,683.123
-33.416398397,-70.551255404,684.464
-33.412690783,-70.546005711,698.261
-33.407481857,-70.538825119,730.295
-33.405297587,-70.53505776,764.112
-33.400575281,-70.527071703,803.013
-33.39402972,-70.516269373,858.218
-33.39145988,-70.512489359,873.616
-33.385269835,-70.502149407,893.205
-33.381182209,-70.497855591,911.512
-33.375490903,-70.493407796,930.12
-33.377809481,-70.494477718,946.735
-33.381182209,-70.497855591,911.512
-33.382654873,-70.499746409,927.046
-33.385619673,-70.503076016,894.518
-33.394251184,-70.510822123,895.081
-33.39792947,-70.516024873,866.621
-33.40084954,-70.519770167,841.703
-33.405655937,-70.525945607,848.916
-33.410350644,-70.534366311,741.295
-33.415497318,-70.542421547,697.223
-33.420198271,-70.55326638,676.955
-33.424176707,-70.561263519,666.395
-33.427119754,-70.566011531,656.964
-33.431215745,-70.571284182,641.754
-33.43535621,-70.575174315,632.43
-33.440621563,-70.580514755,620.147
-33.445118777,-70.585346875,608.894
-33.448450535,-70.590117939,601.575
-33.451395253,-70.59487112,592.443
-33.453567954,-70.599591111,581.627
-33.45570267,-70.605704618,577.218
-33.457089628,-70.610856416,570.517
-33.458191332,-70.612757124,568.622
-33.461453853,-70.61984812,558.574
-33.463302062,-70.622710818,557.674
-33.466695447,-70.625641668,552.174
-33.469357081,-70.627149339,549.454
-33.471948187,-70.630970314,544.494
-33.475213047,-70.638063832,536.21
-33.477733087,-70.644197719,534.946
-33.481079608,-70.648512713,534.499
-33.485485436,-70.656119854,534.953
-33.484782848,-70.653769365,533.664
-33.482594336,-70.649504441,537.56
-33.479234484,-70.645652731,536.159
-33.471725032,-70.638375821,542.637
-33.474757453,-70.64036135,538.301
-33.477402954,-70.642329626,538.0
-33.482194845,-70.649950816,540.959
-33.484645745,-70.658406237,532.118
-33.485926831,-70.667284353,529.0
-33.486628929,-70.669634022,523.685
-33.487330948,-70.671983806,520.066
-33.487480033,-70.679881708,519.605
-33.487438218,-70.681272973,520.0
-33.488842119,-70.685974043,517.493
-33.490840607,-70.683733807,519.026
-33.491087138,-70.688387324,516.806
-33.488967584,-70.681799936,521.0
-33.48653148,-70.672878935,522.691
-33.483722515,-70.663476825,527.884
-33.482689298,-70.659251053,529.0
-33.484521769,-70.662580977,533.292
-33.487111981,-70.6664058,527.566
-33.491159672,-70.673069611,526.876
-33.49411811,-70.67736541,524.225
-33.497048413,-70.682588848,524.549
-33.499315872,-70.684067239,524.834
-33.50305369,-70.687925477,524.93
-33.506725395,-70.694108691,525.88
-33.511654357,-70.710105106,518.334
-33.516641662,-70.736776452,498.019
-33.516902344,-70.740969614,491.138
-33.518634904,-70.747548357,486.0
-33.520323643,-70.756527274,479.498
-33.519278797,-70.752764679,483.972
-33.51715014,-70.745631052,487.071
-33.51244928,-70.735223282,500.049
-33.509274599,-70.725341627,503.46
-33.505026606,-70.712631574,516.526
-33.500722003,-70.701778211,513.0
-33.496856923,-70.689085716,520.291
-33.491227678,-70.670748602,529.305
-33.48773172,-70.658540273,535.213
-33.491834139,-70.66335174,532.9
-33.494017328,-70.667606527,531.308
-33.497263304,-70.67516091,533.0
-33.500906819,-70.682266807,528.0
-33.505227486,-70.692656915,523.791
-33.508103161,-70.69973962,521.702
-33.509878867,-70.704922134,518.284
-33.511214694,-70.711945524,513.0
-33.514375284,-70.722286142,506.576
-33.517150469,-70.732613376,497.439
-33.520378511,-70.740635483,494.454
-33.525075098,-70.751036333,486.737
-33.528955184,-70.764290708,476.792
-33.529601144,-70.76850391,474.168
-33.531195111,-70.779737673,463.698
-33.530947559,-70.788115514,452.822
-33.529697473,-70.778287141,463.395
-33.520337437,-70.756062266,478.491
-33.520282252,-70.757922486,482.455
-33.52135461,-70.760755324,476.63
-33.522083247,-70.762178762,477.343
-33.522701504,-70.767323815,472.534
-33.523951552,-70.777151409,465.029
-33.526630688,-70.790761877,451.576
-33.529214928,-70.794581065,449.666
-33.529874159,-70.798333889,444.096
-33.528677714,-70.799691919,442.542
-33.525777389,-70.79352984,450.455
-33.523976526,-70.789270918,452.862
-33.52179023,-70.784998561,457.445
-33.518145647,-70.777877534,462.641
-33.515670421,-70.770332006,468.0
-33.51406308,-70.759557869,476.439
-33.511725063,-70.746846585,484.864
-33.508226979,-70.734598275,493.892
-33.502093509,-70.720416752,509.037
-33.497058335,-70.708136672,510.463
-33.492448921,-70.694480125,511.0
-33.489530064,-70.688788557,512.389
-33.486512774,-70.686343677,514.0
-33.48313638,-70.68295508,514.838
-33.475789945,-70.670112486,520.658
-33.47004757,-70.655463084,532.724
-33.468215812,-70.652134608,533.397
-33.464205871,-70.644076358,542.438
-33.459407715,-70.636448396,553.076
-33.454236791,-70.628340327,564.224
-33.450556079,-70.62215267,569.0
-33.447617575,-70.616924168,576.538
-33.444634195,-70.613082803,584.067
-33.439120068,-70.603572447,601.307
-33.435160146,-70.594140192,614.766
-33.430577684,-70.580066211,635.701
-33.424962887,-70.560835206,665.133
-33.420303823,-70.549564055,680.569
-33.416573362,-70.545244816,694.823
-33.407701842,-70.532878507,766.276
-33.406616524,-70.531005639,824.757
-33.405180756,-70.528204495,856.953
-33.403739552,-70.525396188,826.381
-33.401902437,-70.522556459,824.12
-33.390880005,-70.507445073,900.702
-33.388253756,-70.505026168,899.333
-33.385325347,-70.50078882,900.492
-33.383577182,-70.496159647,942.864
-33.380444145,-70.488812603,1098.796
-33.380257777,-70.487170343,1117.062
-33.380567669,-70.481890557,1262.842
-33.480248846,-70.663330655,526.0
-33.479118537,-70.662351568,525.093
-33.480137141,-70.667042944,523.673
-33.480797517,-70.670784539,521.695
-33.481527803,-70.672207696,524.474
-33.48694064,-70.684967745,514.231
-33.48765659,-70.686854684,515.382
-33.487972653,-70.689189907,512.462
-33.488660617,-70.692004881,506.417
-33.494660629,-70.710830706,508.769
-33.490022467,-70.698099345,509.941
-33.488604692,-70.693860892,513.467
-33.483788219,-70.674158306,520.629
-33.483513907,-70.670432963,525.428
-33.483791486,-70.661156108,530.294
-33.479727688,-70.654945252,532.59
-33.48376383,-70.662083769,529.325
-33.493334536,-70.677800812,526.991
-33.497311596,-70.686783092,524.284
-33.499236008,-70.699861247,511.874
-33.501145777,-70.713408734,513.509
-33.502190825,-70.717167165,510.283
-33.502766952,-70.72369661,507.641
-33.504127612,-70.729792654,498.105
-33.503951022,-70.735850308,491.271
-33.502228236,-70.728790091,503.014
-33.501145777,-70.713408734,513.509
-33.500996436,-70.705504831,504.512
-33.501148872,-70.700402006,512.447
-33.496141498,-70.68719971,522.081
-33.493182242,-70.682900985,521.644
-33.495919518,-70.694619754,514.764
-33.500128519,-70.708722377,512.138
-33.503263589,-70.719997319,508.739
-33.510125093,-70.735600089,493.248
-33.513026878,-70.741758317,487.536
-33.507827826,-70.735048101,491.827
-33.501926336,-70.725988713,505.494
-33.496519311,-70.71322759,512.559
-33.488604692,-70.693860892,513.467
-33.476675027,-70.666434305,524.832
-33.474827763,-70.663568565,526.0
-33.462627586,-70.632416468,548.459
-33.46119442,-70.62864586,555.0
-33.46049095,-70.626297374,556.639
-33.456977352,-70.614557405,569.593
-33.459938237,-70.618855617,560.88
-33.463578234,-70.626431779,555.0
-33.466831921,-70.633990653,546.982
-33.468665012,-70.637315243,540.194
-33.471999864,-70.642095721,538.236
-33.476064195,-70.648297907,534.147
-33.480113501,-70.65496197,531.975
-33.485321106,-70.661686577,530.94
-33.493841387,-70.673636814,530.829
-33.499713709,-70.683616984,527.888
-33.504284273,-70.698666184,515.886
-33.508849951,-70.7137104,519.412
-33.511997267,-70.724517135,506.76
-33.515583803,-70.733483136,499.539
-33.519210793,-70.741056346,495.031
-33.522067635,-70.748600452,491.979
-33.524365412,-70.763192969,475.0
-33.524681458,-70.765532554,476.0
-33.526247696,-70.77769888,467.508
-33.527181621,-70.785187507,455.576
-33.529737937,-70.789937532,455.437
-33.529944666,-70.782954557,460.636
-33.527993621,-70.770774301,472.165
-33.527292796,-70.768420762,471.428
-33.525547466,-70.762304772,477.674
-33.528886639,-70.766615835,475.199
-33.529559986,-70.769899234,470.523
-33.529669977,-70.779217824,461.918
-33.529380664,-70.788992921,452.001
-33.529201114,-70.795046844,449.124
-33.530272916,-70.797881246,444.617
-33.531881411,-70.795605527,449.047
-33.533764055,-70.784020753,462.975
-33.534203412,-70.782172831,464.131
-33.534642703,-70.78032532,466.0
-33.534683773,-70.778929646,468.0
-33.531412068,-70.772287139,471.083
-33.517798879,-70.749850457,485.462
-33.514565418,-70.741811602,486.792
-33.511706943,-70.734265413,496.79
-33.508435109,-70.727633138,500.217
-33.50550602,-70.722407904,506.822
-33.501819313,-70.716687941,511.923
-33.494442488,-70.705245211,511.124
-33.490464231,-70.696258549,512.364
-33.486842792,-70.68821508,513.851
-33.483220401,-70.680171682,518.382
-33.477777852,-70.668337538,524.969
-33.472724147,-70.656502259,528.921
-33.466867903,-70.645582683,540.178
-33.462485185,-70.637046066,549.087
-33.459220586,-70.629949773,555.784
-33.455224567,-70.621432365,564.808
-33.451959355,-70.614338934,577.306
-33.447595046,-70.605348757,589.724
-33.443575172,-70.597766275,600.041
-33.440325727,-70.590217709,612.692
-33.435185848,-70.58119725,628.331
-33.430352553,-70.574015239,643.95
-33.426598525,-70.570143372,655.245
-33.421728418,-70.565314538,668.127
-33.417283539,-70.55911317,682.737
-33.412443991,-70.553843643,697.37
-33.409061839,-70.55093072,704.649
-33.404920641,-70.54704303,716.714
-33.401578455,-70.541786699,725.273
-33.398029831,-70.534338929,800.631
-33.393977428,-70.527212042,801.711
-33.389518916,-70.521958611,817.472
-33.386117744,-70.519024264,821.573
-33.381529682,-70.516004901,800.069
-33.368500599,-70.509817183,817.522
-33.36384308,-70.508638541,811.066
-33.369433242,-70.516298311,799.326
-33.384834575,-70.532252892,767.0
-33.390436471,-70.539452367,750.155
-33.38709409,-70.534675878,763.461
-33.384527575,-70.52993686,777.86
-33.378040752,-70.515358501,809.472
-33.369412914,-70.506190316,824.715
-33.358598143,-70.499454913,934.555
-33.357059461,-70.498916086,892.95
-33.35479417,-70.497441251,918.637
-33.344313998,-70.495020648,982.283
-33.36125398,-70.504831377,832.486
-33.379195371,-70.506294968,839.656
-33.376895665,-70.504776969,836.838
-33.360118626,-70.497590025,962.03
-33.345701232,-70.498255539,937.596
-33.347245501,-70.498321783,932.919
-33.35974861,-70.496637496,964.44
-33.361276182,-70.496208658,873.894
-33.362438543,-70.496264092,832.558
-33.358671367,-70.495248603,967.886
-33.355644818,-70.495182027,938.093
-33.357588466,-70.495283515,946.814
-33.366953182,-70.499192249,850.0
-33.36884605,-70.500187155,841.911
-33.360707803,-70.492118536,865.651
-33.372546079,-70.496794384,879.455
-33.378304852,-70.500366463,876.009
-33.373009975,-70.495476467,888.944
-33.358247023,-70.484172053,881.971
-33.360256187,-70.4834013,881.666
-33.367071221,-70.490239927,981.785
-33.375847812,-70.501993648,843.823
-33.392050624,-70.517073283,851.632
-33.395084014,-70.519058532,846.815
-33.392901761,-70.515297956,863.269
-33.391146045,-70.510652907,886.65
-33.389359249,-70.506445681,900.04
-33.38757209,-70.502718964,904.314
-33.384588876,-70.499843278,905.733
-33.375885036,-70.493436776,936.346
-33.373474745,-70.488441449,950.064
-33.373740913,-70.485463586,1002.276
-33.365877542,-70.49061961,925.692
-33.367610329,-70.494282721,900.726
-33.369398384,-70.497060402,870.903
-33.371185577,-70.500316429,848.563
